	__file__ = run_train.py
	fold_dir = result_0526-3D-fnw-mask-Bspline3/res-0526-3D-fnw-mask-Bspline3-experiment0/0.5-0.5-0-0/YNetCls_3D/128/fold-all

** dataset setting **
train_dataset : 
	len = 133
	num_patient = 133
	num_image = 133
	\T_Stage0 =    68 (0.511)
	\T_Stage1 =    65 (0.489)

valid_dataset : 
	len = 32
	num_patient = 32
	num_image = 32
	\T_Stage0 =    12 (0.375)
	\T_Stage1 =    20 (0.625)


** Config Setting **
start_lr    : 1e-05
min_lr      : 48
epochs      : 300
num_workers : 16

** net setting **
	initial_checkpoint = None

optimizer
  Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    eps: 1e-07
    foreach: None
    initial_lr: 1e-05
    lr: 1e-05
    maximize: False
    weight_decay: 0.0001
)
scheduler
  <torch.optim.lr_scheduler.StepLR object at 0x7fa683bd8550>

** start training here! **
   batch_size = 8
   experiment = ['run_train.py']
                           |------------------------- VALID -------------------------|---------------- TRAIN/BATCH ----------
rate     iter        epoch | loss    Auc    Acc    Precision    Recall    Specificity|    loss              | time           
--------------------------------------------------------------------------------------------------------------------------
2.50e-6   00002244* 132.00 | 0.3647  0.8167  0.7812  0.7826  0.9000  0.5158  | 0.2744  0.2331  0.0413  0.0000  |  3 hr 43 min
2.50e-6   00002295* 135.00 | 0.3588  0.8333  0.7812  0.7826  0.9000  0.5208  | 0.2690  0.2273  0.0417  0.0000  |  3 hr 48 min
2.50e-6   00002346* 138.00 | 0.3775  0.7958  0.7812  0.8095  0.8500  0.5175  | 0.2655  0.2265  0.0389  0.0000  |  3 hr 54 min
2.50e-6   00002397* 141.00 | 0.3606  0.8250  0.8125  0.8182  0.9000  0.5125  | 0.2603  0.2224  0.0379  0.0000  |  3 hr 59 min
2.50e-6   00002448* 144.00 | 0.3637  0.8521  0.8125  0.8182  0.9000  0.5367  | 0.2606  0.2255  0.0351  0.0000  |  4 hr 04 min
1.25e-6   00002499* 147.00 | 0.3722  0.8167  0.7812  0.7826  0.9000  0.5242  | 0.2617  0.2250  0.0367  0.0000  |  4 hr 09 min
1.25e-6   00002550* 150.00 | 0.3638  0.8333  0.8438  0.8571  0.9000  0.5375  | 0.2675  0.2285  0.0390  0.0000  |  4 hr 14 min
1.25e-6   00002601* 153.00 | 0.3639  0.8208  0.7812  0.7826  0.9000  0.5183  | 0.2633  0.2262  0.0371  0.0000  |  4 hr 20 min
1.25e-6   00002652* 156.00 | 0.3648  0.8250  0.8125  0.8182  0.9000  0.5242  | 0.2573  0.2174  0.0399  0.0000  |  4 hr 25 min
1.25e-6   00002703* 159.00 | 0.3538  0.8500  0.8438  0.8261  0.9500  0.5308  | 0.2650  0.2215  0.0435  0.0000  |  4 hr 31 min
1.25e-6   00002754* 162.00 | 0.3583  0.8417  0.8125  0.8182  0.9000  0.5317  | 0.2522  0.2173  0.0349  0.0000  |  4 hr 36 min
1.25e-6   00002805* 165.00 | 0.3583  0.8333  0.8125  0.8182  0.9000  0.5267  | 0.2505  0.2154  0.0351  0.0000  |  4 hr 42 min
1.25e-6   00002856* 168.00 | 0.3660  0.8417  0.8125  0.8182  0.9000  0.5308  | 0.2486  0.2127  0.0359  0.0000  |  4 hr 47 min
1.25e-6   00002907* 171.00 | 0.3566  0.8417  0.8125  0.8182  0.9000  0.5275  | 0.2530  0.2088  0.0442  0.0000  |  4 hr 52 min
1.25e-6   00002958* 174.00 | 0.3614  0.8292  0.7812  0.8095  0.8500  0.5183  | 0.2538  0.2120  0.0417  0.0000  |  4 hr 58 min
1.25e-6   00003009* 177.00 | 0.3528  0.8562  0.8438  0.8261  0.9500  0.5342  | 0.2598  0.2123  0.0474  0.0000  |  5 hr 03 min
1.25e-6   00003060* 180.00 | 0.3525  0.8438  0.8438  0.8261  0.9500  0.5267  | 0.2619  0.2235  0.0384  0.0000  |  5 hr 08 min
1.25e-6   00003111* 183.00 | 0.3495  0.8521  0.8438  0.8261  0.9500  0.5325  | 0.2769  0.2344  0.0425  0.0000  |  5 hr 13 min
1.25e-6   00003162* 186.00 | 0.3642  0.8208  0.7812  0.7826  0.9000  0.5275  | 0.2573  0.2250  0.0323  0.0000  |  5 hr 19 min
1.25e-6   00003213* 189.00 | 0.3578  0.8333  0.8125  0.8182  0.9000  0.5325  | 0.2595  0.2235  0.0360  0.0000  |  5 hr 24 min
1.25e-6   00003264* 192.00 | 0.3610  0.8375  0.8125  0.8182  0.9000  0.5342  | 0.2594  0.2205  0.0389  0.0000  |  5 hr 29 min
6.25e-7   00003315* 195.00 | 0.3636  0.8250  0.8125  0.8182  0.9000  0.5275  | 0.2681  0.2242  0.0439  0.0000  |  5 hr 34 min
6.25e-7   00003366* 198.00 | 0.3592  0.8417  0.8125  0.8182  0.9000  0.5250  | 0.2628  0.2240  0.0389  0.0000  |  5 hr 39 min
6.25e-7   00003417* 201.00 | 0.3604  0.8458  0.8125  0.8182  0.9000  0.5275  | 0.2446  0.2096  0.0349  0.0000  |  5 hr 45 min
6.25e-7   00003468* 204.00 | 0.3645  0.8375  0.8125  0.8182  0.9000  0.5342  | 0.2602  0.2207  0.0395  0.0000  |  5 hr 50 min
6.25e-7   00003519* 207.00 | 0.3600  0.8500  0.8125  0.8182  0.9000  0.5350  | 0.2496  0.2168  0.0329  0.0000  |  5 hr 55 min
6.25e-7   00003570* 210.00 | 0.3618  0.8417  0.8125  0.8182  0.9000  0.5283  | 0.2715  0.2269  0.0446  0.0000  |  6 hr 00 min
6.25e-7   00003621* 213.00 | 0.3713  0.8375  0.8125  0.8182  0.9000  0.5308  | 0.2655  0.2325  0.0330  0.0000  |  6 hr 05 min
6.25e-7   00003672* 216.00 | 0.3674  0.8333  0.8125  0.8182  0.9000  0.5383  | 0.2471  0.2125  0.0346  0.0000  |  6 hr 11 min
6.25e-7   00003723* 219.00 | 0.3611  0.8458  0.8125  0.8182  0.9000  0.5333  | 0.2536  0.2160  0.0376  0.0000  |  6 hr 16 min
6.25e-7   00003774* 222.00 | 0.3702  0.8042  0.7812  0.7826  0.9000  0.5158  | 0.2605  0.2216  0.0389  0.0000  |  6 hr 21 min
6.25e-7   00003825* 225.00 | 0.3602  0.8333  0.8125  0.8182  0.9000  0.5283  | 0.2648  0.2226  0.0422  0.0000  |  6 hr 26 min
6.25e-7   00003876* 228.00 | 0.3625  0.8417  0.8125  0.8182  0.9000  0.5342  | 0.2620  0.2215  0.0405  0.0000  |  6 hr 31 min
6.25e-7   00003927* 231.00 | 0.3581  0.8312  0.8438  0.8261  0.9500  0.5308  | 0.2470  0.2028  0.0442  0.0000  |  6 hr 36 min
6.25e-7   00003978* 234.00 | 0.3639  0.8375  0.8125  0.8182  0.9000  0.5375  | 0.2446  0.2059  0.0387  0.0000  |  6 hr 42 min
6.25e-7   00004029* 237.00 | 0.3664  0.8417  0.8125  0.8182  0.9000  0.5308  | 0.2618  0.2271  0.0347  0.0000  |  6 hr 47 min
6.25e-7   00004080* 240.00 | 0.3702  0.8292  0.8125  0.8182  0.9000  0.5333  | 0.2663  0.2308  0.0355  0.0000  |  6 hr 52 min
3.13e-7   00004131* 243.00 | 0.3651  0.8333  0.8125  0.8182  0.9000  0.5325  | 0.2586  0.2164  0.0421  0.0000  |  6 hr 57 min
3.13e-7   00004182* 246.00 | 0.3627  0.8333  0.8125  0.8182  0.9000  0.5333  | 0.2579  0.2219  0.0360  0.0000  |  7 hr 03 min
3.13e-7   00004233* 249.00 | 0.3611  0.8333  0.8438  0.8261  0.9500  0.5325  | 0.2498  0.2101  0.0398  0.0000  |  7 hr 08 min
3.13e-7   00004284* 252.00 | 0.3592  0.8500  0.8438  0.8261  0.9500  0.5342  | 0.2541  0.2215  0.0327  0.0000  |  7 hr 13 min
3.13e-7   00004335* 255.00 | 0.3615  0.8396  0.8125  0.8182  0.9000  0.5317  | 0.2610  0.2261  0.0349  0.0000  |  7 hr 18 min
3.13e-7   00004386* 258.00 | 0.3602  0.8417  0.8125  0.8182  0.9000  0.5283  | 0.2727  0.2340  0.0386  0.0000  |  7 hr 22 min
3.13e-7   00004437* 261.00 | 0.3600  0.8417  0.8438  0.8261  0.9500  0.5333  | 0.2479  0.2060  0.0419  0.0000  |  7 hr 28 min
3.13e-7   00004488* 264.00 | 0.3600  0.8458  0.8125  0.8182  0.9000  0.5333  | 0.2675  0.2280  0.0395  0.0000  |  7 hr 33 min
3.13e-7   00004539* 267.00 | 0.3642  0.8333  0.8125  0.8182  0.9000  0.5283  | 0.2495  0.2156  0.0339  0.0000  |  7 hr 38 min
3.13e-7   00004590* 270.00 | 0.3664  0.8333  0.8125  0.8182  0.9000  0.5308  | 0.2631  0.2270  0.0361  0.0000  |  7 hr 43 min
3.13e-7   00004641* 273.00 | 0.3602  0.8375  0.8125  0.8182  0.9000  0.5308  | 0.2470  0.2132  0.0337  0.0000  |  7 hr 48 min
3.13e-7   00004692* 276.00 | 0.3622  0.8375  0.8125  0.8182  0.9000  0.5300  | 0.2822  0.2431  0.0392  0.0000  |  7 hr 53 min
3.13e-7   00004743* 279.00 | 0.3592  0.8417  0.8125  0.8182  0.9000  0.5308  | 0.2504  0.2183  0.0321  0.0000  |  7 hr 58 min
3.13e-7   00004794* 282.00 | 0.3603  0.8208  0.8125  0.8182  0.9000  0.5283  | 0.2611  0.2234  0.0378  0.0000  |  8 hr 03 min
3.13e-7   00004845* 285.00 | 0.3576  0.8458  0.8125  0.8182  0.9000  0.5300  | 0.2571  0.2188  0.0384  0.0000  |  8 hr 08 min
3.13e-7   00004896* 288.00 | 0.3542  0.8500  0.8438  0.8261  0.9500  0.5358  | 0.2571  0.2194  0.0376  0.0000  |  8 hr 13 min
1.56e-7   00004947* 291.00 | 0.3523  0.8417  0.8438  0.8261  0.9500  0.5333  | 0.2596  0.2188  0.0408  0.0000  |  8 hr 18 min
1.56e-7   00004998* 294.00 | 0.3557  0.8458  0.8438  0.8261  0.9500  0.5308  | 0.2609  0.2253  0.0356  0.0000  |  8 hr 23 min
1.56e-7   00005049* 297.00 | 0.3589  0.8417  0.8125  0.8182  0.9000  0.5317  | 0.2505  0.2179  0.0326  0.0000  |  8 hr 28 min

